engine_id,cycle,operational_setting_1,operational_setting_2,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,RUL
1,1,0.8745401188473625,77.04285838459498,103.23844269050346,107.61514928204012,98.82923312638331,98.8293152152541,107.89606407753696,49
1,2,0.5205844942958024,78.19459112971967,103.83717364576455,97.65262807032524,102.71280021792982,97.68291153593769,97.67135123214871,48
1,3,0.8042422429595377,51.48538589793427,91.37541083743484,97.18856235379513,94.93584439832789,101.57123666297637,95.45987962239394,47
1,4,0.9560699842170359,67.11055768358082,92.93848149332354,100.33764102343962,92.87625906893271,97.27808637737408,100.55461294854933,46
1,5,1.1075448519014384,30.23144742123749,96.99680655040598,98.54153125103362,96.99146693885301,109.26139092254469,99.93251387631032,45
1,6,0.5343885211152184,74.55922412472692,94.71144535522049,104.11272456051594,93.89578175014489,101.04431797502377,90.20164938060113,44
1,7,1.0467102793432796,31.091267331531622,103.69233289997705,100.85684140594985,99.4217585880588,98.49448152205356,92.60739004816287,43
1,8,1.3287375091519293,41.40519960161536,96.40077895802645,101.71809144784231,91.18479922318633,101.62041984697397,98.07458859791842,42
1,9,0.5745506436797708,79.21321619603104,96.6153899984702,103.05838144420434,105.15499761247976,104.65640059558099,95.80391238388681,41
1,10,1.3631034258755936,57.39788760965347,98.45393812074393,97.60412881077355,99.07170511668092,94.46832512996986,94.01896687959665,40
1,11,1.229606178338064,58.253448281312785,99.63994939209833,105.01766448946012,101.80818012523817,96.77440122697438,101.80697802754207,39
1,12,1.270967179954561,49.62773578186344,107.69018283232984,86.90127447955128,104.10951252187611,100.43523534119086,98.50496324767066,38
1,13,0.8143559810763267,50.514241469882165,98.90164056081244,101.78556285755873,107.38947022370758,97.40864890863176,95.95753198553406,37
1,14,1.429697652342573,68.48722277386501,97.49121478207732,104.57701058851038,101.64375554829843,97.3511989811648,102.56633716556678,36
1,15,1.3925589984899778,52.36053451493904,96.48973453061323,98.36168926701116,98.0394592343392,92.68242525933941,101.48060138532288,35
1,16,0.5069521305311907,50.64483815465394,101.30527636089944,92.92314628974793,97.89677338617321,98.28642741736616,95.9886136538919,34
1,17,1.4429097039125192,39.39217592124531,109.43092950605265,100.8728890641592,101.28775195361382,99.62777042116916,90.4061439235048,33
1,18,0.7848404943774676,22.21321684127197,99.86743062275391,100.30115104970513,112.31621056242643,99.03819517609439,101.50773671166806,32
1,19,0.6448948720912231,49.36716561665378,105.7141140725751,103.75966516343387,103.95515973521523,95.4530627260263,107.0139715546805,31
1,20,1.1335297107608948,52.14648104448551,92.9907446860386,95.04731837434656,97.16851135198614,100.4982568254382,97.48262172941901,30
1,21,1.1775643618422824,20.995269735671368,92.24668284466934,100.34281487403014,94.68848143136948,102.36796215317591,95.40287882883098,29
1,22,1.4367299887367344,28.251256648759593,107.7496720250877,96.08373353831881,98.38969241897162,104.06758608684835,93.84567841783023,28
1,23,1.3172222002012157,53.31204869596774,91.96258382719387,100.92316929266153,101.29941397124212,103.90911435888655,93.81524644560959,27
1,24,1.2259556788702395,73.82661559715463,93.39771693457863,101.25246425172938,101.73224104748488,96.59987639210755,101.16126848580502,26
1,25,0.6616287140946138,73.91325131162475,101.46536236649341,96.42824290986816,109.32887255572378,102.36916460455893,94.04348251398676,25
1,26,1.2121792213475358,34.23494524980801,103.28276804316914,105.79297789503703,95.89658840824144,104.8168806462216,102.06390463468249,24
1,27,1.1576128923003433,54.098516200128294,98.77305941998564,96.23131917821256,95.55242785187238,95.92094857517282,99.61449145292949,23
1,28,1.3920465551771133,57.86831755983577,101.70575987408321,100.06500945938953,107.26767038578659,98.67671583381022,113.6008458329481,22
1,29,0.6952429877980445,63.34712691569032,94.64553750969444,102.41236207621593,98.88268607337075,103.57000247046047,102.36618812286773,21
1,30,1.4636199770892528,71.1805673280416,99.63585543671563,95.76603140965797,92.42576387657067,97.76742523966489,104.28199397161737,20
1,31,0.6694927466860925,53.40807574750101,100.86590462925591,101.92658689864419,95.58071281899433,100.76862552972764,100.29104359223,19
1,32,1.3773730719279556,64.44611706525227,94.28514851084688,105.41525621587638,105.26901026017451,93.11165316021454,95.31087480042439,18
1,33,1.3093611554785136,68.60680368075084,102.57523843153024,119.26365745327361,102.85445255346583,105.677828200903,104.770008817466,17
1,34,1.3900053418175662,40.27970941109215,103.256956256529,96.13587392731215,98.81590696629996,97.57318226085448,100.40937069693162,16
1,35,0.9655980181324602,52.5586780824546,103.43130095187257,91.93642064405174,97.64034067105283,105.44475298483682,100.32140009547732,15
1,36,1.2699935530986108,32.949261649810595,94.61127611035347,96.34816684141431,101.08229294790988,100.22785919951907,96.74199826197092,14
1,37,1.0406351216101064,58.24579408989239,89.87428706671196,100.93227157384713,96.69106767615806,104.26216667398111,96.0373963078365,13
1,38,0.5253507434154575,77.7589048806755,99.4263177926655,102.52493639490228,104.32877597085061,93.99851796472112,98.32749382079525,12
1,39,0.656437042671086,35.01457388987572,108.82727120140548,102.02490855480478,93.69558022832477,104.58930973527389,110.61078098506317,11
1,40,0.9196000624277899,34.86385937006945,105.16232630275573,106.33455574593312,96.4616526719061,102.21909714073114,103.87317026714669,10
1,41,0.9741738290873252,25.87004963906009,83.79366329965464,94.87806179332856,98.7371592430342,93.76108409017576,108.16205651965818,9
1,42,1.1350936508676437,22.718240586322672,92.84929311019684,107.20636644533057,92.82068924410281,105.8158187607748,100.05116530509794,8
1,43,1.1586936316189451,29.77606562488578,100.99529847786735,96.99891561420603,100.3490104249501,98.0734320156912,100.56758672625624,7
1,44,0.8881699262065219,58.59729310654119,103.31065337260523,110.66516687328134,90.23956100238749,99.24107452482208,102.94158603242288,6
1,45,1.4611905638239142,74.32103851736383,101.40495933867517,96.88650240089703,98.95938874821363,97.53499532670584,97.05317621527894,5
1,46,0.6181648276216563,61.804229921849036,104.24801048510513,104.49799937716625,101.53649760438304,104.06431059419481,103.14814420961807,4
1,47,0.7820345725713065,30.646372626783368,103.7364680256163,103.05185132716733,99.89549203017926,100.58663691654391,106.38832447894212,3
1,48,0.8408035402530178,75.84543953621389,97.04214305582084,98.9115939838639,105.49388425993595,104.12708174494014,104.06754818000319,2
1,49,0.6031238688359326,74.15317440077399,106.52739403577165,100.1050192081638,103.40976485647482,98.44866621703272,101.62083176244221,1
1,50,1.450607146937556,54.40627328739717,99.34928472816158,95.90889658383264,110.4619363784273,94.96991309250149,93.92905693606134,0
2,1,1.1725184560770385,65.1424717662608,103.12059908526078,103.1417275463214,99.93876613576543,95.51372814257084,100.37902279096863,49
2,2,0.941530501373377,73.26225096549798,96.61419144243945,95.87251401603744,98.39307079173503,102.06465727137812,97.18137723598012,48
2,3,1.118218063316261,26.067360567367416,101.22483285554361,97.46528412314436,97.64480847190839,101.16024968678818,92.75957829251338,47
2,4,1.3127995672575026,76.83491464303152,92.96268112811723,96.40777889373783,98.93276424144076,101.55453782799002,107.37678108474776,46
2,5,0.9242220092469763,74.38126310568416,99.90491896048655,94.98735317681096,99.90743432003805,98.5567068053993,101.61359280169044,45
2,6,1.2460448792654233,55.00212590582958,95.86384528223839,99.45619925771571,102.0085586104947,103.45071995855557,97.99389764057082,44
2,7,0.7235958385194526,77.79335236643668,101.12046240905208,100.06296200390898,100.48838049274416,96.13495108072267,100.12255087129472,43
2,8,1.1293986381352625,61.74492133907703,102.48999145622724,110.76591228755778,96.16326218555976,104.36160318360339,100.91671002869175,42
2,9,0.5454463803414579,36.85779137553382,110.94901466608836,95.95850857322424,95.80139078909612,97.0030367727799,89.38052137845096,41
2,10,1.083656111850872,24.66407821789909,97.3712248915962,101.70877987888579,109.38085419607943,104.75211919093024,97.11548172168798,40
2,11,1.1847311725538794,29.757016360693477,93.3988339648968,109.15729382927177,105.89720060360644,97.65412173947648,91.43432735454562,39
2,12,1.4699143978146032,70.52713538814251,106.76936187082707,99.42730077373692,106.1890815598673,92.02786170602816,97.00312488523113,38
